,problem,makespan,status,duration
0,0,145.0,FEASIBLE,300.05959207300003
1,1,135.0,FEASIBLE,300.05049049400003
2,2,136.0,FEASIBLE,300.060926166
3,3,140.0,FEASIBLE,300.0529301
4,4,138.0,FEASIBLE,300.051200676
5,5,152.0,FEASIBLE,300.059352685
6,6,128.0,FEASIBLE,300.049944187
7,7,157.0,FEASIBLE,300.060561703
8,8,146.0,OPTIMAL,127.91288505200001
9,9,145.0,FEASIBLE,300.071700567
10,10,136.0,FEASIBLE,300.063861525
11,11,145.0,FEASIBLE,300.051854504
