,problem,makespan,status,duration
0,0,71.0,OPTIMAL,0.919032205
1,1,67.0,OPTIMAL,0.781690175
2,2,71.0,OPTIMAL,1.19640041
3,3,68.0,OPTIMAL,0.884766331
4,4,68.0,OPTIMAL,1.285914658
5,5,62.0,OPTIMAL,1.0736282510000001
6,6,69.0,OPTIMAL,0.8114883150000001
7,7,68.0,OPTIMAL,0.736531174
8,8,75.0,OPTIMAL,0.951627404
9,9,65.0,OPTIMAL,0.7750126180000001
10,10,68.0,OPTIMAL,0.9668321860000001
11,11,62.0,OPTIMAL,1.84555909
