,problem,makespan,status,duration
0,0,31.0,OPTIMAL,0.104921442
1,1,22.0,OPTIMAL,0.25905549
2,2,22.0,OPTIMAL,0.38253256700000005
3,3,25.0,OPTIMAL,0.122701794
4,4,25.0,OPTIMAL,0.17564319
5,5,24.0,OPTIMAL,0.577851734
6,6,22.0,OPTIMAL,0.36306382800000003
7,7,25.0,OPTIMAL,0.621068908
8,8,28.0,OPTIMAL,0.838172323
9,9,23.0,OPTIMAL,0.82009697
10,10,20.0,OPTIMAL,0.397181357
11,11,24.0,OPTIMAL,1.419451
