,problem,makespan,status,duration
0,0,201.0,OPTIMAL,0.26539754800000004
1,1,202.0,OPTIMAL,0.195105054
2,2,220.0,OPTIMAL,0.076605277
3,3,202.0,OPTIMAL,0.17502599500000002
4,4,212.0,OPTIMAL,0.046303756
5,5,256.0,OPTIMAL,0.08525481700000001
6,6,202.0,OPTIMAL,0.051855106000000005
7,7,221.0,OPTIMAL,0.017911779000000003
8,8,270.0,OPTIMAL,0.059866511000000004
9,9,235.0,OPTIMAL,0.08020008
10,10,214.0,OPTIMAL,0.06339333300000001
11,11,224.0,OPTIMAL,0.052573042
