,problem,makespan,status,duration
0,0,188.0,FEASIBLE,300.065342069
1,1,169.0,FEASIBLE,300.05913003300003
2,2,180.0,FEASIBLE,300.078842173
3,3,188.0,FEASIBLE,300.073522566
4,4,181.0,FEASIBLE,300.06831633400003
5,5,174.0,FEASIBLE,300.070096116
6,6,186.0,FEASIBLE,300.06570038
7,7,178.0,FEASIBLE,300.08959809000004
8,8,181.0,FEASIBLE,300.082856159
9,9,174.0,FEASIBLE,300.052121315
10,10,194.0,FEASIBLE,300.071085208
11,11,183.0,FEASIBLE,300.065923101
